EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Covington vs. Buckley,Miranda Maverick vs. Jamey-Lyn Horth,Round 1,Jamey-Lyn Horth,0.0,4 of 19,21%,21 of 37,0 of 0,,0.0,0.0,0:20,2 of 15,1 of 3,1 of 1,4 of 19,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Miranda Maverick vs. Jamey-Lyn Horth,Round 3,Jamey-Lyn Horth,0.0,9 of 32,28%,20 of 47,0 of 0,,0.0,0.0,0:04,8 of 27,1 of 4,0 of 1,9 of 32,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Round 1,Davey Grant,0.0,39 of 72,54%,39 of 72,0 of 0,,0.0,0.0,0:00,5 of 28,15 of 22,19 of 22,39 of 72,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Round 3,Davey Grant,0.0,63 of 129,48%,63 of 129,0 of 0,,0.0,0.0,0:00,29 of 84,15 of 23,19 of 22,63 of 129,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Round 1,Ramon Taveras,0.0,12 of 34,35%,12 of 34,0 of 0,,0.0,0.0,0:00,10 of 32,2 of 2,0 of 0,12 of 34,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Round 2,Ramon Taveras,0.0,25 of 49,51%,25 of 49,0 of 0,,0.0,0.0,0:00,23 of 47,1 of 1,1 of 1,23 of 45,2 of 3,0 of 1
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Round 3,Ramon Taveras,0.0,32 of 73,43%,32 of 73,0 of 0,,0.0,0.0,0:00,30 of 70,2 of 3,0 of 0,32 of 73,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Josefine Knutsson vs. Piera Rodriguez,Round 1,Josefine Knutsson,0.0,18 of 30,60%,31 of 46,0 of 0,,0.0,0.0,0:20,12 of 24,5 of 5,1 of 1,7 of 12,11 of 18,0 of 0
UFC Fight Night: Covington vs. Buckley,Josefine Knutsson vs. Piera Rodriguez,Round 2,Josefine Knutsson,0.0,6 of 19,31%,16 of 29,0 of 0,,0.0,0.0,0:57,4 of 16,2 of 3,0 of 0,3 of 12,3 of 7,0 of 0
UFC Fight Night: Covington vs. Buckley,Josefine Knutsson vs. Piera Rodriguez,Round 3,Josefine Knutsson,0.0,2 of 6,33%,20 of 25,0 of 0,,0.0,0.0,0:00,0 of 3,1 of 1,1 of 2,2 of 6,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Alexandre Pantoja vs. Kai Asakura,Round 1,Kai Asakura,0.0,15 of 26,57%,27 of 40,0 of 0,,0.0,0.0,0:24,8 of 17,5 of 6,2 of 3,15 of 25,0 of 1,0 of 0
UFC 310: Pantoja vs. Asakura,Alexandre Pantoja vs. Kai Asakura,Round 2,Kai Asakura,0.0,2 of 3,66%,3 of 4,0 of 0,,0.0,0.0,0:00,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Machado Garry,Round 3,Shavkat Rakhmonov,0.0,11 of 19,57%,11 of 19,0 of 0,,0.0,0.0,1:11,7 of 14,4 of 5,0 of 0,10 of 18,1 of 1,0 of 0
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Machado Garry,Round 2,Ian Machado Garry,0.0,10 of 24,41%,13 of 28,0 of 0,,0.0,0.0,0:26,2 of 12,2 of 3,6 of 9,8 of 20,2 of 4,0 of 0
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Machado Garry,Round 3,Ian Machado Garry,0.0,14 of 34,41%,14 of 35,0 of 0,,0.0,0.0,0:08,4 of 16,3 of 7,7 of 11,14 of 31,0 of 3,0 of 0
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Machado Garry,Round 4,Ian Machado Garry,0.0,11 of 16,68%,23 of 31,0 of 0,,0.0,0.0,0:13,2 of 6,3 of 3,6 of 7,10 of 15,1 of 1,0 of 0
UFC 310: Pantoja vs. Asakura,Ciryl Gane vs. Alexander Volkov,Round 3,Ciryl Gane,0.0,4 of 7,57%,4 of 7,0 of 0,,0.0,0.0,1:23,2 of 5,0 of 0,2 of 2,4 of 7,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Ciryl Gane vs. Alexander Volkov,Round 2,Alexander Volkov,0.0,25 of 47,53%,25 of 47,0 of 0,,1.0,0.0,0:00,14 of 32,10 of 12,1 of 3,23 of 44,2 of 3,0 of 0
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,Round 3,Bryce Mitchell,0.0,10 of 14,71%,13 of 17,0 of 0,,0.0,0.0,0:04,7 of 11,3 of 3,0 of 0,6 of 10,1 of 1,3 of 3
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,Round 1,Kron Gracie,0.0,2 of 7,28%,41 of 47,0 of 0,,0.0,0.0,0:00,1 of 4,1 of 2,0 of 1,1 of 6,1 of 1,0 of 0
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,Round 2,Kron Gracie,0.0,1 of 18,5%,46 of 65,0 of 0,,1.0,0.0,0:02,1 of 16,0 of 1,0 of 1,1 of 18,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,Round 3,Kron Gracie,0.0,3 of 6,50%,3 of 6,0 of 0,,0.0,0.0,0:00,2 of 5,0 of 0,1 of 1,3 of 6,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Nate Landwehr vs. Dooho Choi,Round 1,Nate Landwehr,0.0,9 of 25,36%,11 of 29,0 of 0,,0.0,0.0,0:23,2 of 11,4 of 10,3 of 4,6 of 20,3 of 5,0 of 0
UFC 310: Pantoja vs. Asakura,Nate Landwehr vs. Dooho Choi,Round 2,Nate Landwehr,0.0,12 of 30,40%,16 of 35,0 of 0,,0.0,0.0,0:19,7 of 24,5 of 5,0 of 1,5 of 23,7 of 7,0 of 0
UFC 310: Pantoja vs. Asakura,Nate Landwehr vs. Dooho Choi,Round 3,Nate Landwehr,0.0,4 of 12,33%,5 of 13,0 of 0,,0.0,0.0,0:00,4 of 12,0 of 0,0 of 0,4 of 12,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Dominick Reyes vs. Anthony Smith,Round 1,Dominick Reyes,0.0,48 of 76,63%,53 of 82,0 of 0,,0.0,0.0,0:00,38 of 64,8 of 10,2 of 2,47 of 73,1 of 3,0 of 0
UFC 310: Pantoja vs. Asakura,Dominick Reyes vs. Anthony Smith,Round 2,Dominick Reyes,0.0,73 of 86,84%,119 of 150,0 of 0,,0.0,0.0,3:51,72 of 85,0 of 0,1 of 1,1 of 2,16 of 19,56 of 65
UFC 310: Pantoja vs. Asakura,Dominick Reyes vs. Anthony Smith,Round 2,Anthony Smith,0.0,0 of 0,,0 of 0,0 of 3,0%,0.0,0.0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Vicente Luque vs. Themba Gorimbo,Round 1,Vicente Luque,0.0,2 of 6,33%,2 of 6,0 of 0,,1.0,0.0,0:14,1 of 4,0 of 0,1 of 2,2 of 6,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Vicente Luque vs. Themba Gorimbo,Round 1,Themba Gorimbo,0.0,5 of 9,55%,5 of 9,0 of 0,,0.0,0.0,0:00,1 of 5,1 of 1,3 of 3,5 of 9,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Randy Brown vs. Bryan Battle,Round 2,Bryan Battle,0.0,22 of 41,53%,56 of 86,0 of 0,,0.0,0.0,2:37,6 of 23,13 of 15,3 of 3,7 of 25,15 of 16,0 of 0
UFC 310: Pantoja vs. Asakura,Chris Weidman vs. Eryk Anders,Round 2,Chris Weidman,0.0,3 of 10,30%,7 of 14,0 of 0,,1.0,0.0,0:05,3 of 10,0 of 0,0 of 0,3 of 10,0 of 0,0 of 0
UFC 310: Pantoja vs. Asakura,Cody Durden vs. Joshua Van,Round 1,Joshua Van,0.0,30 of 49,61%,46 of 65,0 of 0,,0.0,0.0,0:00,24 of 39,2 of 4,4 of 6,15 of 32,13 of 15,2 of 2
UFC 310: Pantoja vs. Asakura,Cody Durden vs. Joshua Van,Round 2,Joshua Van,0.0,72 of 136,52%,73 of 137,0 of 0,,0.0,0.0,0:09,57 of 119,14 of 15,1 of 2,71 of 134,1 of 2,0 of 0
UFC 310: Pantoja vs. Asakura,Cody Durden vs. Joshua Van,Round 3,Joshua Van,0.0,63 of 119,52%,65 of 121,0 of 0,,0.0,0.0,0:11,50 of 104,6 of 8,7 of 7,58 of 113,5 of 5,0 of 1
UFC 310: Pantoja vs. Asakura,Michael Chiesa vs. Max Griffin,Round 2,Max Griffin,0.0,5 of 11,45%,11 of 18,0 of 0,,0.0,0.0,1:19,4 of 10,1 of 1,0 of 0,5 of 10,0 of 1,0 of 0
UFC 310: Pantoja vs. Asakura,Michael Chiesa vs. Max Griffin,Round 3,Max Griffin,0.0,2 of 8,25%,2 of 8,0 of 0,,0.0,0.0,0:00,2 of 8,0 of 0,0 of 0,2 of 6,0 of 2,0 of 0
UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu vs. Lukasz Brzeski,Round 1,Kennedy Nzechukwu,1.0,29 of 70,41%,29 of 70,0 of 0,,0.0,0.0,0:04,19 of 55,10 of 13,0 of 2,26 of 67,0 of 0,3 of 3
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,Round 1,Petr Yan,0.0,6 of 6,100%,42 of 42,0 of 0,,0.0,1.0,2:21,5 of 5,0 of 0,1 of 1,1 of 1,1 of 1,4 of 4
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,Round 3,Petr Yan,0.0,21 of 36,58%,28 of 44,0 of 0,,0.0,0.0,0:54,16 of 28,1 of 3,4 of 5,18 of 32,2 of 2,1 of 2
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,Round 4,Petr Yan,0.0,25 of 40,62%,50 of 65,0 of 0,,0.0,0.0,0:04,19 of 33,5 of 5,1 of 2,21 of 35,4 of 5,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,Round 5,Deiveson Figueiredo,0.0,15 of 33,45%,15 of 33,0 of 0,,0.0,0.0,0:01,9 of 24,6 of 9,0 of 0,13 of 31,2 of 2,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan vs. Tabatha Ricci,Round 1,Yan Xiaonan,0.0,16 of 40,40%,16 of 40,0 of 0,,0.0,0.0,0:00,5 of 25,7 of 11,4 of 4,16 of 40,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan vs. Tabatha Ricci,Round 2,Yan Xiaonan,0.0,25 of 54,46%,34 of 63,0 of 0,,0.0,0.0,0:00,16 of 40,7 of 11,2 of 3,25 of 53,0 of 1,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan vs. Tabatha Ricci,Round 3,Yan Xiaonan,0.0,37 of 67,55%,39 of 69,0 of 0,,0.0,0.0,0:00,24 of 53,11 of 12,2 of 2,36 of 66,1 of 1,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Wang Cong vs. Gabriella Fernandes,Round 1,Wang Cong,0.0,23 of 56,41%,25 of 58,0 of 0,,0.0,0.0,0:00,7 of 30,12 of 19,4 of 7,23 of 56,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Wang Cong vs. Gabriella Fernandes,Round 2,Gabriella Fernandes,1.0,12 of 33,36%,12 of 33,0 of 0,,1.0,0.0,0:21,8 of 28,2 of 2,2 of 3,12 of 32,0 of 0,0 of 1
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Round 1,Volkan Oezdemir,0.0,29 of 51,56%,29 of 51,0 of 0,,0.0,0.0,0:00,12 of 30,8 of 12,9 of 9,28 of 50,1 of 1,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Round 2,Volkan Oezdemir,0.0,28 of 59,47%,28 of 59,0 of 0,,0.0,0.0,0:00,11 of 40,4 of 6,13 of 13,28 of 59,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Round 1,Carlos Ulberg,0.0,24 of 60,40%,24 of 60,0 of 0,,0.0,0.0,0:00,18 of 51,3 of 5,3 of 4,24 of 60,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Round 2,Carlos Ulberg,0.0,29 of 60,48%,29 of 60,0 of 0,,0.0,0.0,0:00,23 of 53,2 of 3,4 of 4,29 of 60,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Round 3,Carlos Ulberg,0.0,45 of 84,53%,45 of 84,0 of 0,,0.0,0.0,0:00,40 of 78,4 of 5,1 of 1,45 of 84,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Zhang Mingyang vs. Ozzy Diaz,Round 1,Zhang Mingyang,1.0,17 of 34,50%,19 of 38,0 of 0,,0.0,0.0,0:05,9 of 24,2 of 4,6 of 6,15 of 26,0 of 0,2 of 8
UFC Fight Night: Yan vs. Figueiredo,Zhang Mingyang vs. Ozzy Diaz,Round 1,Ozzy Diaz,0.0,9 of 12,75%,9 of 12,0 of 0,,0.0,0.0,0:00,4 of 7,5 of 5,0 of 0,9 of 12,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi vs. SuYoung You,Round 1,Baergeng Jieleyisi,0.0,1 of 14,7%,18 of 33,0 of 0,,0.0,0.0,0:00,0 of 13,1 of 1,0 of 0,1 of 14,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi vs. SuYoung You,Round 2,Baergeng Jieleyisi,0.0,5 of 28,17%,19 of 43,0 of 0,,0.0,0.0,0:00,2 of 23,3 of 5,0 of 0,5 of 28,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota vs. DongHun Choi,Round 1,Kiru Sahota,0.0,2 of 23,8%,5 of 26,0 of 0,,0.0,0.0,0:00,0 of 17,0 of 2,2 of 4,2 of 23,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota vs. DongHun Choi,Round 1,DongHun Choi,1.0,12 of 19,63%,12 of 19,0 of 0,,0.0,0.0,0:00,6 of 12,2 of 3,4 of 4,12 of 17,0 of 1,0 of 1
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Round 2,Shi Ming,0.0,13 of 61,21%,16 of 64,0 of 0,,0.0,0.0,0:27,5 of 45,6 of 14,2 of 2,13 of 59,0 of 2,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Round 3,Shi Ming,1.0,5 of 9,55%,5 of 9,0 of 0,,0.0,0.0,0:00,4 of 6,1 of 3,0 of 0,3 of 6,0 of 0,2 of 3
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Round 1,Feng Xiaocan,0.0,18 of 37,48%,25 of 45,0 of 0,,0.0,1.0,1:03,8 of 24,0 of 2,10 of 11,17 of 35,0 of 1,1 of 1
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Round 2,Feng Xiaocan,0.0,27 of 59,45%,30 of 63,0 of 0,,0.0,0.0,0:02,19 of 48,2 of 5,6 of 6,27 of 59,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Round 3,Feng Xiaocan,0.0,3 of 6,50%,3 of 6,0 of 0,,0.0,0.0,0:00,2 of 5,0 of 0,1 of 1,3 of 6,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Nyamjargal Tumendemberel vs. Carlos Hernandez,Round 3,Nyamjargal Tumendemberel,0.0,12 of 49,24%,13 of 50,0 of 0,,0.0,0.0,0:02,10 of 46,2 of 3,0 of 0,11 of 47,1 of 1,0 of 1
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,Round 1,Lone'er Kavanagh,0.0,21 of 45,46%,21 of 45,0 of 0,,0.0,0.0,0:00,6 of 21,4 of 10,11 of 14,21 of 45,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,Round 3,Lone'er Kavanagh,0.0,12 of 35,34%,12 of 35,0 of 0,,0.0,0.0,0:00,9 of 25,1 of 7,2 of 3,12 of 34,0 of 1,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,Round 1,Jose Ochoa,0.0,19 of 44,43%,19 of 44,0 of 0,,0.0,0.0,0:00,3 of 19,2 of 6,14 of 19,19 of 44,0 of 0,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,Round 2,Jose Ochoa,0.0,20 of 60,33%,29 of 70,0 of 0,,1.0,0.0,0:33,7 of 29,6 of 20,7 of 11,19 of 58,1 of 2,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Xiao Long vs. Quang Le,Round 1,Quang Le,0.0,29 of 68,42%,30 of 70,0 of 0,,0.0,0.0,0:00,18 of 55,11 of 13,0 of 0,29 of 67,0 of 1,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 1,Maheshate,0.0,16 of 44,36%,16 of 44,0 of 0,,0.0,0.0,0:00,7 of 33,4 of 5,5 of 6,14 of 41,2 of 3,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 2,Maheshate,0.0,24 of 66,36%,24 of 66,0 of 0,,0.0,0.0,0:00,11 of 51,2 of 3,11 of 12,24 of 62,0 of 4,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 3,Maheshate,0.0,16 of 59,27%,20 of 63,0 of 0,,0.0,0.0,0:00,11 of 49,3 of 5,2 of 5,15 of 57,1 of 2,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 1,Nikolas Motta,1.0,25 of 63,39%,32 of 74,0 of 0,,0.0,0.0,0:07,18 of 52,2 of 5,5 of 6,24 of 60,1 of 3,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 2,Nikolas Motta,0.0,25 of 54,46%,25 of 57,0 of 0,,0.0,0.0,0:05,19 of 47,3 of 4,3 of 3,24 of 50,1 of 4,0 of 0
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,Round 3,Nikolas Motta,1.0,28 of 49,57%,30 of 52,0 of 0,,0.0,0.0,1:20,24 of 45,2 of 2,2 of 2,19 of 37,0 of 0,9 of 12
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Round 2,Jon Jones,0.0,20 of 28,71%,20 of 28,0 of 0,,0.0,0.0,0:00,9 of 16,7 of 8,4 of 4,19 of 27,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Round 3,Jon Jones,1.0,34 of 43,79%,35 of 44,0 of 0,,0.0,0.0,0:14,25 of 33,5 of 6,4 of 4,30 of 37,1 of 2,3 of 4
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Round 1,Stipe Miocic,0.0,6 of 13,46%,11 of 18,0 of 0,,0.0,0.0,0:00,3 of 10,1 of 1,2 of 2,5 of 12,0 of 0,1 of 1
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Round 2,Stipe Miocic,0.0,16 of 37,43%,16 of 37,0 of 0,,0.0,0.0,0:00,9 of 29,4 of 5,3 of 3,16 of 37,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Round 3,Stipe Miocic,0.0,15 of 39,38%,15 of 39,0 of 0,,0.0,0.0,0:00,12 of 36,2 of 2,1 of 1,11 of 34,4 of 5,0 of 0
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,Round 1,Michael Chandler,0.0,8 of 9,88%,35 of 37,0 of 0,,0.0,0.0,0:00,4 of 5,3 of 3,1 of 1,8 of 9,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,Round 2,Michael Chandler,0.0,15 of 22,68%,38 of 45,0 of 0,,0.0,0.0,0:00,11 of 18,3 of 3,1 of 1,15 of 22,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,Round 3,Michael Chandler,0.0,13 of 19,68%,15 of 21,0 of 0,,0.0,0.0,0:00,8 of 14,1 of 1,4 of 4,13 of 19,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,Round 5,Michael Chandler,0.0,40 of 47,85%,52 of 59,0 of 0,,0.0,0.0,1:59,30 of 36,9 of 10,1 of 1,16 of 23,0 of 0,24 of 24
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 1,Bo Nickal,0.0,16 of 31,51%,16 of 31,0 of 0,,0.0,0.0,0:00,5 of 17,3 of 5,8 of 9,16 of 31,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 2,Bo Nickal,0.0,22 of 26,84%,22 of 26,0 of 0,,0.0,0.0,0:00,10 of 13,8 of 9,4 of 4,22 of 26,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 3,Bo Nickal,0.0,16 of 28,57%,16 of 28,0 of 0,,0.0,0.0,0:00,9 of 20,2 of 2,5 of 6,16 of 28,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 1,Paul Craig,0.0,13 of 35,37%,14 of 36,0 of 0,,0.0,0.0,0:00,4 of 24,4 of 6,5 of 5,13 of 35,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 2,Paul Craig,0.0,21 of 48,43%,21 of 48,0 of 0,,0.0,0.0,0:00,11 of 33,8 of 12,2 of 3,21 of 48,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Round 3,Paul Craig,0.0,13 of 46,28%,13 of 46,0 of 0,,0.0,0.0,0:00,6 of 36,2 of 5,5 of 5,13 of 46,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Viviane Araujo vs. Karine Silva,Round 1,Viviane Araujo,0.0,17 of 30,56%,20 of 33,0 of 0,,0.0,0.0,0:00,13 of 26,1 of 1,3 of 3,16 of 29,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,Viviane Araujo vs. Karine Silva,Round 2,Viviane Araujo,0.0,14 of 25,56%,49 of 64,0 of 0,,1.0,0.0,1:04,11 of 21,1 of 2,2 of 2,9 of 18,0 of 0,5 of 7
UFC 309: Jones vs. Miocic,Viviane Araujo vs. Karine Silva,Round 1,Karine Silva,0.0,22 of 65,33%,22 of 65,0 of 0,,0.0,0.0,0:04,10 of 43,1 of 6,11 of 16,21 of 64,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,Round 1,Mauricio Ruffy,0.0,21 of 31,67%,21 of 31,0 of 0,,0.0,0.0,0:00,13 of 23,3 of 3,5 of 5,21 of 31,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,Round 2,Mauricio Ruffy,1.0,24 of 42,57%,25 of 43,0 of 0,,0.0,0.0,0:14,21 of 39,0 of 0,3 of 3,16 of 32,1 of 1,7 of 9
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,Round 3,Mauricio Ruffy,0.0,22 of 40,55%,28 of 46,0 of 0,,0.0,0.0,0:02,19 of 35,3 of 5,0 of 0,20 of 38,2 of 2,0 of 0
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,Round 1,James Llontop,0.0,19 of 63,30%,19 of 63,0 of 0,,0.0,0.0,0:00,6 of 36,7 of 14,6 of 13,19 of 62,0 of 1,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 1,Jonathan Martinez,0.0,7 of 18,38%,7 of 18,0 of 0,,0.0,0.0,0:00,0 of 11,1 of 1,6 of 6,7 of 18,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 2,Jonathan Martinez,0.0,17 of 47,36%,17 of 47,0 of 0,,0.0,0.0,0:00,12 of 38,1 of 4,4 of 5,16 of 45,1 of 2,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 3,Jonathan Martinez,0.0,24 of 43,55%,25 of 44,0 of 0,,0.0,0.0,0:57,12 of 27,1 of 3,11 of 13,23 of 42,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 1,Marcus McGhee,0.0,33 of 75,44%,33 of 75,0 of 0,,0.0,0.0,0:00,17 of 52,5 of 11,11 of 12,33 of 75,0 of 0,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 2,Marcus McGhee,0.0,42 of 93,45%,45 of 96,0 of 0,,0.0,0.0,0:00,27 of 73,6 of 8,9 of 12,41 of 92,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Round 3,Marcus McGhee,0.0,27 of 55,49%,27 of 55,0 of 0,,0.0,0.0,0:00,16 of 42,7 of 8,4 of 5,26 of 53,1 of 2,0 of 0
UFC 309: Jones vs. Miocic,Jim Miller vs. Damon Jackson,Round 1,Jim Miller,0.0,10 of 24,41%,11 of 25,0 of 0,,1.0,0.0,0:00,5 of 19,2 of 2,3 of 3,9 of 23,1 of 1,0 of 0
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Round 1,David Onama,1.0,44 of 69,63%,48 of 73,0 of 0,,1.0,0.0,0:15,29 of 50,7 of 10,8 of 9,31 of 50,8 of 10,5 of 9
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Round 2,David Onama,0.0,36 of 74,48%,47 of 87,0 of 0,,0.0,0.0,1:26,30 of 62,3 of 8,3 of 4,32 of 67,0 of 1,4 of 6
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Round 1,Roberto Romero,1.0,39 of 68,57%,42 of 72,0 of 0,,0.0,0.0,1:14,14 of 38,6 of 11,19 of 19,33 of 59,5 of 8,1 of 1
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Round 2,Roberto Romero,0.0,26 of 61,42%,26 of 61,0 of 0,,0.0,0.0,0:00,13 of 43,5 of 7,8 of 11,26 of 60,0 of 0,0 of 1
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Round 3,Roberto Romero,0.0,9 of 26,34%,11 of 32,0 of 0,,0.0,0.0,0:00,3 of 16,3 of 3,3 of 7,9 of 25,0 of 0,0 of 1
